clase,x,y,content
4,0.90926075,-0.2958698,"['random', 'emails', 'pm', 'dinner', 'early', 'tonight', 'cutting', 'catching', 'bacn', 'rss', 'lauraw']"
4,0.1318884,-0.21593992,"['getting', 'around', 'room', 'dizzy', 'twitter', 'dancing', 'pjs', 'well', 'asked', 'ipod', 'jamming']"
4,-1.0395474,0.36287245,"['voting', 'thanks', 'place', 'peeps', 'anyways', 'contest']"
4,-1.8671066,-1.6334292,"['dreams', 'going', 'goodnight', 'sweet', 'everyone', 'bed']"
4,0.8401842,1.4819021,"['tomorrow', 'deposit', 'walking', 'littlelumen', 'put']"
4,-0.88305134,1.1063567,"['shud', 'tha', 'followinq', 'dachesterfrench']"
4,-0.5267036,2.118803,"['meant', 'twittering', 'quot', 'toilet', 'back', 'lordpov', 'cubicle', 'somewhere', 'add']"
4,0.022875348,1.1249413,"['aw', 'new', 'mine', 'holding', 'puppy', 'well', 'cutie']"
4,0.83045405,1.6176282,"['ijohn', 'proves', 'crotch', 'sleepin', 'kitteh', 'likes']"
4,1.678141,-1.7379187,"['dramabeats', 'agreed']"
4,0.16983448,1.7570083,"['find', 'bus', 'border', 'reaching', 'hour', 'amritsar', 'pm', 'wagah']"
4,0.546872,-0.6313997,"['let', 'famous', 'albinla', 'star', 'super', 'thinking', 'first', 'tonight', 'interview']"
4,-0.5827147,-1.5266409,"['time', 'family', 'spend', 'happy']"
4,-0.588697,-1.2098607,"['finally', 'didnt', 'going', 'bed', 'hills', 'tired', 'gonna', 'watch']"
4,0.19596344,0.6838438,"['craving', 'colada', 'slushie', 'throat', 'crazy', 'hurting', 'pina', 'banana', 'ooooohh', 'effing', 'got', 'tired']"
4,-1.2634565,0.7761885,"['deon', 'dong', 'upload', 'indowebster', 'di', 'banggggg']"
4,0.82851917,-0.9221418,"['enjoyed', 'wisdomous', 'glad', 'welcome']"
4,-0.29469708,0.79620534,"['hawaii', 'cuz', 'shellz', 'hahaha', 'wer', 'sheldawg', 'das', 'omg', 'rolll', 'laughin', 'hook', 'ryt']"
4,1.1410501,1.7158593,"['better', 'pookie', 'pray', 'feel', 'awww', 'bag', 'nurse', 'sickwiththepen']"
4,-0.43694764,-0.67238945,"['buddy', 'cuddle', 'new', 'found', 'yay']"
4,0.27022216,0.057160005,"['snob', 'life', 'quot', 'think', 'goes', 'tonight', 'first', 'met', 'bad', 'twitter']"
4,1.7612194,0.013207092,"['across', 'tomorrow', 'rehearsal', 'sleep', 'universe']"
4,-1.4737216,-0.62324494,"['dry', 'huh', 'potato', 'sweet', 'annabellee']"
4,0.3732014,0.15572518,"['knight', 'cannot', 'bus', 'loved', 'hi', 'jon', 'jonathanrknight', 'see', 'hope', 'great', 'cruise', 'well', 'hear', 'wait']"
4,2.6000752,0.15104356,"['phone', 'long', 'conversation', 'mom']"
4,-0.6305208,-0.036883425,"['say', 'yayyy', 'lol', 'requested', 'suitelifeofkell', 'herrr']"
4,-0.14520222,1.4462557,"['practicing', 'shoot', 'mannerisms', 'driving', 'probably', 'crazy', 'voices', 'upcoming', 'brock', 'lines', 'feature']"
4,0.26108408,0.19809897,"['cant', 'get', 'enough', 'new', 'going', 'go', 'moon', 'rd', 'time', 'twilight', 'read', 'series']"
4,0.23284484,0.12909728,"['diana', 'much', 'dont', 'tar', 'ncaa', 'woot', 'know', 'two', 'anniversary', 'today', 'heels', 'love', 'even', 'month', 'sooooooo', 'omg']"
4,0.93385655,-2.2263672,['bored']
4,-1.455989,0.26047885,"['asking', 'wallpaper', 'stevecla', 'square', 'red']"
4,2.5247328,-2.033901,"['keith', 'find', 'thanks', 'ihad', 'hill', 'already', 'response', 'answer']"
4,-0.38240883,-0.47287133,"['yeah', 'mello', 'cuz', 'noticed', 'pope', 'bb', 'well']"
4,0.015188886,1.1479961,"['inspired', 'thats', 'get', 'tryna']"
4,0.5667845,0.06604359,"['much', 'better', 'enough', 'get', 'workouts', 'early', 'kourtneykardash', 'night']"
4,0.20613077,0.15636086,"['austin', 'ass', 'ur', 'purple', 'woot', 'royal', 'see', 'ladygaga', 'love', 'annnd', 'well', 'hot', 'bob', 'wait', 'way', 'went', 'color']"
4,0.2522196,0.13569821,"['spike', 'body', 'quot', 'quotablebuffy', 'one', 'herder', 'songs', 'faith', 'faves', 'nerf', 'met', 'vivian', 'got', 'bunch', 'buffy']"
4,1.3303325,-1.3358996,"['gt', 'check', 'devunity', 'wallpaper']"
4,1.2269176,0.42048392,"['morning', 'tweetland', 'everyone', 'hope', 'long', 'day', 'great', 'ahead']"
4,0.15940867,1.8569146,"['friendster', 'pictures', 'uploading']"
4,-0.51936924,0.18536168,"['dont', 'thanks', 'aw', 'ct', 'days', 'love', 'ash', 'pic']"
4,1.0938143,-0.5249197,"['noodlebox', 'amanda', 'tonight']"
4,0.28463447,1.5504653,"['sorrry', 'avion', 'jonas', 'different', 'una', 'girlfriend', 'kevin', 'like', 'things']"
4,-1.2309256,1.1301423,"['singing', 'lsd', 'maybe', 'serious', 'hehe', 'whoa', 'like', 'lolol', 'fuzeb']"
4,0.2649261,-1.8080878,"['life', 'loving']"
4,-1.2652824,0.9326844,"['planet', 'says', 'best', 'sicilians', 'damn', 'love', 'apothecaryjeri', 'pizza']"
4,-0.38580602,1.6952862,"['yeah', 'gf', 'milk', 'loves', 'chocolate']"
4,0.42717814,1.7885605,"['going', 'mine', 'tomorrow', 'tour', 'sutter', 'old', 'creek']"
4,-0.05294478,-0.32392654,"['personally', 'look', 'coach', 'going', 'soon', 'become', 'strawberry', 'cho', 'like', 'bodycoach']"
4,2.2546232,0.9122113,"['little', 'side', 'earth', 'east', 'live', 'fish', 'mesa', 'losiento', 'guess']"
4,0.793629,-0.78307545,"['tryouts', 'paula', 'sore', 'apart', 'paige']"
4,-1.3655703,1.8256186,"['homo', 'go', 'days', 'test', 'physics', 'failed', 'keeen', 'holidays']"
4,-0.21544462,-0.53216314,"['improving', 'look', 'observed', 'update', 'looks', 'website', 'great', 'alexa', 'seems']"
4,-0.564651,-1.7030075,"['geeking', 'us', 'leiabox', 'totally', 'right', 'tell']"
4,0.5544778,-0.57067084,"['wherever', 'wish', 'work', 'go', 'theragingocean', 'kids', 'spacecowboy', 'whenever', 'either', 'bonjour', 'want']"
4,-2.0319467,-1.7340392,"['rebecca', 'goodnight']"
4,-1.3272763,0.3981721,"['weird', 'sick', 'brother', 'quite', 'lol']"
4,1.3958352,0.6105271,"['better', 'feel', 'hug', 'gives', 'hope', 'cookie', 'drdrew']"
4,0.5174723,0.3069186,"['hey', 'care', 'get', 'jon', 'jonathanrknight', 'rundown', 'hope', 'hugs', 'real', 'take', 'want']"
4,-1.1287016,-0.36606213,"['spelling', 'toilet', 'correct', 'wash', 'wrote', 'poor', 'highlighter', 'hardcore', 'wall']"
4,0.43930724,1.116214,"['sushi', 'dinner', 'meeting', 'good', 'tech', 'clubzone']"
4,-0.5224012,-0.36865506,"['mattgalloway', 'thanks', 'bro', 'rock', 'carlyrush', 'hook', 'suggesting']"
4,1.0121971,0.0007972105,"['depends', 'thought', 'go', 'one', 'jeffswarens', 'know', 'version', 'like']"
4,0.2783138,0.2386629,"['much', 'weak', 'cant', 'anyone', 'doesnt', 'turn', 'pretty', 'knobs', 'hand', 'yet', 'ashley', 'hurt', 'speak', 'still', 'like', 'punch']"
4,0.7444177,2.6081498,"['honey', 'lurkers', 'interesting']"
4,0.75903183,0.6332935,"['north', 'saravananp', 'ninage', 'moovarolage', 'mine', 'hithavaru', 'decide', 'aaru', 'need', 'vote', 'still', 'ee']"
4,0.20231424,0.17735691,"['um', 'get', 'baby', 'shit', 'trstfndbby', 'extra', 'bought', 'paid', 'koreans', 'tag', 'oach', 'quality', 'sewed', 'highest', 'real']"
4,2.0562017,-2.5506165,"['eating', 'topping', 'cream', 'ice', 'chocolate']"
4,0.7320712,1.9366688,"['crunches', 'iamdiddy', 'go', 'diddy', 'telling', 'finished', 'lets', 'step']"
4,0.3273619,2.3356495,"['guys', 'talk', 'know', 'daaang', 'long', 'yvonne', 'possible']"
4,-1.3349106,-0.11205623,"['mostly', 'jose', 'san', 'west', 'francisco', 'lauruy']"
4,-0.04102815,1.4807317,"['injury', 'knee', 'bike', 'ass', 'trying', 'working', 'good', 'recover', 'nikki']"
4,0.41445896,-0.07926719,"['help', 'let', 'marymayblood', 'would', 'know', 'sat', 'need', 'love', 'come', 'afternoon', 'unpack']"
4,-0.8027103,-0.4984171,"['team', 'lt', 'shenagians', 'awesome']"
4,0.5841472,0.21133934,"['getting', 'regret', 'work', 'probably', 'listening', 'back', 'gonna', 'chilling', 'music', 'till', 'kick', 'done']"
4,0.034187127,-0.63004965,"['attraction', 'think', 'timeless', 'step', 'law', 'study', 'program', 'wow', 'rich', 'grow', 'amazing']"
4,0.28902918,0.3139323,"['oh', 'better', 'week', 'glad', 'crazy', 'good', 'bittenbybooks', 'really', 'feeling', 'though', 'way']"
4,1.2312999,1.6000675,"['comes', 'chris', 'summer', 'days', 'home', 'till']"
4,-0.76065093,-0.1565289,"['yeah', 'ish', 'around', 'days', 'davidgideon']"
4,-1.2005547,1.2127068,"['drinking', 'one', 'therealjspace', 'first', 'tweet', 'lol', 'tell']"
4,-0.81252563,0.15524377,"['anne', 'kay', 'thanks']"
4,-2.107562,-1.7887099,['goodnight']
4,0.27146804,0.20957465,"['game', 'get', 'watched', 'going', 'anyone', 'years', 'sport', 'baseball', 'back', 'really', 'determined', 'since', 'interested']"
4,1.6802303,-0.12550378,"['sleep', 'beycah', 'becca', 'good']"
4,-0.558958,0.14708251,"['nkow', 'ur', 'next', 'ohhh', 'rite', 'home', 'missnappyboy', 'lexington', 'ky']"
4,0.18276109,0.15243596,"['beyonce', 'quot', 'one', 'movie', 'go', 'preview', 'crazy', 'broad', 'nuts', 'wow', 'obsessed', 'seen', 'seems']"
4,-0.90767,-1.1026139,"['easy', 'rider', 'fall', 'asleep', 'till']"
4,-0.3814477,0.6866648,"['broadcast', 'live', 'miketomalaris', 'excited', 'paris', 'roubaix']"
4,-1.24798,-1.0423111,"['much', 'missssssssss', 'moment', 'good', 'real']"
4,0.82822645,-0.63076293,"['without', 'people', 'jungle', 'know', 'two', 'gyms', 'home', 'survive', 'belliestobabies', 'winter']"
4,1.9509442,1.4243156,"['jaredleto', 'last', 'one', 'work', 'holidayholiday', 'started']"
4,1.7276082,-0.20742984,"['knighty', 'greek', 'knight', 'watchin']"
4,-0.40576735,-0.5113391,"['media', 'working', 'profile', 'client', 'room', 'love', 'design']"
4,-2.2493508,1.1086909,"['get', 'ass', 'yay', 'pretty', 'hahaha', 'sexy', 'stalk', 'greeks', 'lame']"
4,0.18465467,-1.2902716,"['lou', 'aww', 'thanks']"
4,0.29804897,0.23912956,"['ahh', 'another', 'school', 'tomorrow', 'kinda', 'nitey', 'yet', 'excited', 'good', 'first', 'everyone', 'day', 'nite', 'nervous', 'til']"
4,-2.2670207,1.2319353,"['planning', 'thinking']"
4,0.47337803,0.08970633,"['fb', 'enough', 'happier', 'go', 'tomorrow', 'store', 'good', 'time', 'check', 'hopin', 'sleep', 'whatever']"
4,0.9686671,1.3316332,"['mean', 'old', 'missvic', 'things']"
4,1.9589509,0.5461365,"['jimmyeatworld', 'listening', 'morning']"
4,1.725903,-1.0173535,"['urbanthai', 'thank']"
4,0.21906812,0.10627509,"['better', 'make', 'life', 'thanks', 'struggle', 'choices', 'yes', 'glad', 'pamfr', 'enjoyed', 'day', 'need', 'every', 'short', 'pam']"
4,0.6079104,-0.03440591,"['course', 'say', 'haha', 'tonight', 'late', 'jonathanrknight', 'reading', 'great', 'lot', 'hmm']"
4,-0.076318845,-1.564115,"['followers', 'times', 'almost', 'wow', 'guykawasaki', 'congrats']"
4,0.01294626,0.17301662,"['going', 'getting', 'thanks', 'around', 'updates', 'really', 'time', 'larrycarroll', 'wondering', 'screaming', 'nm']"
4,-0.61601335,-0.271558,"['cooool', 'freakin', 'haha', 'love', 'twitter', 'suitelifeofkell']"
4,1.7748679,0.63056904,"['much', 'care', 'wrong', 'caring', 'nothing', 'renda', 'maybe', 'try']"
4,1.2576774,-1.4339496,"['lauren', 'brissa', 'know', 'twitter', 'even']"
4,0.41029534,-0.848936,"['thought', 'story', 'love', 'great', 'jbrotherlove']"
4,0.7091718,-1.5829948,"['mirror', 'enbaldarlingg', 'looking']"
4,2.0094125,1.4404866,"['without', 'amandahesser', 'thanks', 'done']"
4,0.06737934,0.004111861,"['god', 'moment', 'general', 'thanks', 'neat', 'sharing', 'overitnow', 'public', 'twitter', 'spiritual', 'wow', 'apologize', 'lt']"
4,1.956526,1.9960821,"['days', 'ontario', 'leave']"
4,0.17552242,0.012472272,"['little', 'nephew', 'mo', 'growing', 'skype', 'japan', 'via', 'see', 'love', 'spoke', 'old', 'fam']"
4,0.41149026,-0.32555497,"['spoken', 'ahh', 'loser', 'someones', 'written', 'haha', 'saw', 'tell', 'sucks', 'got', 'mcfly', 'lissym']"
4,-0.3191224,1.5958822,"['kacimaureen', 'holy', 'laundry', 'woman']"
4,1.4272853,0.74725306,"['iamdiddy', 'go', 'trainer', 'back', 'got', 'hate']"
4,-2.5107052,-0.45987955,"['funny', 'lol', 'markhoppus', 'youÃ£Â¯Ã¢Â¿Ã¢Â½re', 'fucking']"
4,-1.1388023,-0.509292,"['touch', 'mine', 'working', 'setting', 'officially', 'today', 'ipod']"
4,-0.35395968,-0.7678712,"['yesterday', 'tvc', 'nikhilnarayanan', 'saw', 'worked']"
4,0.18541557,-1.6666034,"['say', 'fat', 'would', 'jon', 'mannies', 'totally', 'face', 'shut', 'could', 'peddies']"
4,0.7219086,-0.37953576,"['run', 'come', 'ever', 'hahaha', 'good', 'ideas', 'magopus', 'well', 'nominating', 'ones']"
4,0.56713885,-0.97547334,"['feels', 'friend', 'monday', 'beer', 'good', 'never', 'always', 'like', 'night']"
4,-0.4645834,1.4137291,"['hopeinhell', 'usually', 'follows', 'one']"
4,-0.9209764,-0.17821695,"['special', 'thanks']"
4,1.6430131,-0.7572847,"['lauren', 'something', 'rest', 'leak', 'tbs', 'good', 'luck', 'cast', 'wait']"
4,-0.5591185,0.30822927,"['among', 'stars', 'moon', 'shoot', 'land', 'even', 'miss']"
4,0.9342803,-0.15149015,"['johnhays', 'reason', 'vibrant', 'creative', 'entirely', 'need', 'agree', 'sleep', 'night', 'hmm']"
4,-0.43796358,1.5426217,"['izzakizza', 'holla', 'nada', 'hows', 'coming', 'tryna', 'mixtape']"
4,-0.22981107,0.776434,"['aussie', 'ali', 'much', 'get', 'makes', 'across', 'points', 'yep', 'easier']"
4,0.43565896,0.19275394,"['another', 'eyes', 'amoir', 'given', 'suppose', 'set', 'already', 'attention', 'hurt', 'snarkattack', 'scholarly', 'freezer', 'could', 'worthy']"
4,-8.546518,-81.11705,['cupcakes']
4,0.21221761,-0.15024854,"['using', 'favor', 'language', 'shit', 'think', 'english', 'purrplexa', 'entire', 'wonderful', 'thing', 'expletives', 'use']"
4,1.7146231,-0.103125505,"['mynameisgerard', 'saying', 'haha', 'maybe', 'try']"
4,0.2978104,0.28640065,"['raining', 'school', 'snowing', 'ago', 'sunny', 'next', 'back', 'days', 'today', 'outside', 'day', 'long', 'cold', 'walk', 'flippin']"
4,-1.1762679,2.216749,"['dough', 'ate', 'bed', 'raw', 'tub', 'must', 'kindred', 'cookie', 'spirits', 'sisterpatterson']"
4,0.3042546,0.10414061,"['thought', 'random', 'watched', 'dirty', 'movie', 'internet', 'song', 'agreed', 'jonathanrknight', 'nighty', 'dancing', 'great', 'like', 'night']"
4,1.4497772,-1.9226704,"['blooms', 'update', 'facebook', 'time', 'twitter', 'tweetdeck', 'use']"
4,-0.47891784,0.5864503,"['stars', 'awesome', 'dude', 'tweeting', 'firestoned', 'see', 'surprised', 'always']"
4,0.70203316,-0.39223713,"['try', 'go', 'night', 'bed', 'gonna', 'figure', 'nsastrasasmita']"
4,1.662543,-1.9479648,"['megan', 'fuck', 'llama', 'theatre', 'malcolm', 'lt', 'amazing', 'night']"
4,-62.24243,-37.22735,"['kayotae', 'martini']"
4,1.9320704,0.5500748,"['school', 'morning', 'happy', 'day', 'home', 'city', 'soo']"
4,0.8054447,2.0346699,"['moviess', 'spring', 'week', 'watching', 'break', 'day', 'everyday']"
4,-1.6692594,1.0499146,"['george', 'grandpa', 'quot', 'lopez', 'wants', 'ice', 'pushplaynick', 'beef', 'rulesss', 'chest']"
4,1.0217247,-0.26578268,"['easy', 'katieporrello', 'homey', 'katie', 'thank', 'club', 'speak', 'well', 'stellar', 'heading', 'take', 'night']"
4,-1.1036059,0.7801973,"['gone', 'def', 'paul', 'mary', 'fav', 'peter', 'flowers']"
4,-0.7834509,-1.5505956,"['hills', 'time', 'watch', 'shhhhhhhhhh']"
4,0.17805347,0.06068827,"['china', 'count', 'since', 'new', 'kids', 'website', 'love', 'views', 'alone', 'posting', 'hit', 'went', 'photos', 'way']"
4,0.29017857,0.24732566,"['oh', 'us', 'guys', 'excited', 'came', 'back', 'jon', 'jonathanrknight', 'real', 'put', 'appreciate']"
4,1.6433297,-0.98655593,"['everywhere', 'much', 'kiddin', 'pretty', 'thank', 'home', 'provided', 'lonelybob', 'broadband']"
4,0.97646904,-0.8102762,"['best', 'good', 'callin', 'workout', 'always', 'sleep', 'night']"
4,0.84933543,-1.5595357,"['infinitarchitek', 'pretty', 'feels', 'good']"
4,-0.031259317,1.8165455,"['anyway', 'bash', 'go', 'hash', 'stee']"
4,-0.30748877,0.958047,"['loltothepower', 'fringe', 'correction', 'badass', 'got']"
4,-0.62423813,-0.28004444,"['hows', 'upto', 'procoder', 'sure', 'hmmm', 'day']"
4,0.2770404,0.02651737,"['quot', 'looking', 'tv', 'ninasplayground', 'yrold', 'bn', 'caught', 'fun', 'kids', 'agree', 'got', 'cheating', 'reflection', 'christmas']"
4,-0.15832254,2.7009945,"['hair', 'blue']"
4,1.6042451,-0.9712003,"['bowser', 'words', 'thank', 'great', 'kind', 'wendy', 'night', 'appreciate']"
4,0.85920167,1.8720169,"['spring', 'stressing', 'break', 'days', 'test', 'math', 'uhhh', 'till']"
4,-1.7846895,0.44727236,"['driver', 'uh', 'designated', 'really', 'need', 'plus', 'mintcool', 'pch']"
4,-1.115199,0.8982594,"['chucklin', 'yen', 'ms', 'empressyen', 'bout', 'whatcha']"
4,0.49514472,-0.9867157,"['ijustine', 'place', 'awesome', 'work', 'gym']"
4,-0.15309218,-0.31242287,"['climbing', 'get', 'think', 'augustography', 'really', 'sining', 'need', 'hmmm', 'hills']"
4,-0.014799734,-2.4733822,"['game', 'unc']"
4,-0.57981247,-1.1594648,"['going', 'really', 'prepare', 'bed', 'tired', 'night']"
4,-1.8573962,-0.6009422,"['life', 'story', 'new', 'keyannaaa', 'include', 'fountain', 'magic']"
4,0.19165467,0.21114966,"['oh', 'little', 'course', 'trip', 'may', 'books', 'getting', 'boring', 'tomorrow', 'haha', 'trusty', 'lol', 'im', 'well', 'always', 'nervous', 'ipod']"
4,-0.65783405,-0.7295725,"['anastasia', 'going', 'laptop', 'fall', 'thinking', 'maybe', 'bed', 'asleep', 'put']"
4,0.038118724,-0.9459389,"['ur', 'ijustine', 'love', 'top']"
4,0.15408902,0.15336356,"['make', 'pushing', 'thanks', 'manual', 'money', 'boy', 'buzzing', 'twitter', 'pattidigh', 'still', 'boundaries', 'old', 'could', 'someone', 'sietar']"
4,0.3622175,0.23153324,"['help', 'get', 'aches', 'quot', 'chair', 'neck', 'waiting', 'back', 'good', 'arrive', 'terrible', 'swopper', 'yoshigi']"
4,-1.25153,0.15871838,"['yeah', 'thanks', 'juneaurock', 'definitely', 'downloading', 'hellz']"
4,0.81363773,-0.9355415,"['cute', 'stinkin']"
4,1.8250617,0.44000778,"['yet', 'soon', 'lyndeeezy', 'hahah']"
4,0.22999908,0.14846411,"['listed', 'nice', 'new', 'posts', 'blog', 'looks', 'happy', 'post', 'see', 'great', 'recent', 'design', 'together', 'popular']"
4,0.41786695,-1.3264897,"['much', 'common', 'friend', 'michaelgrainger']"
4,0.506482,0.09459385,"['find', 'better', 'mayer', 'would', 'wanna', 'dog', 'police', 'animals', 'ben', 'come', 'twit', 'save', 'call']"
4,0.20792,-0.4164097,"['mo', 'teka', 'eggs', 'knorr', 'nilagyan', 'mix', 'ung', 'ng', 'klaris', 'hehehe', 'pancakes', 'ulit', 'ba', 'seasoning', 'heaven']"
4,-2.1052449,-0.16736773,"['westneyrhindxx', 'westney', 'hello']"
4,0.8136954,-0.36491844,"['comparison', 'strokes', 'boring', 'pretty', 'night', 'tonight', 'well', 'whereiskevinn', 'experienced', 'seems']"
4,0.070032,1.0432352,"['jephjacques', 'draw', 'eyelashes', 'giraffe', 'love', 'way']"
4,-0.5206865,-0.021514084,"['reply', 'austin', 'switchitnow', 'thanks', 'bock', 'yes', 'ahhh', 'twitter', 'relive', 'shiner']"
4,1.5863919,0.37399954,"['holytshirt', 'glad', 'read']"
4,0.2863868,0.7107065,"['beautiful', 'feels', 'spring', 'finally', 'warm', 'outside', 'spent', 'like', 'weather', 'evening']"
4,-0.7962267,1.5835243,"['nighter', 'wit', 'pullin', 'madison', 'bffl']"
4,0.12204157,0.9432573,"['thanks', 'event', 'attractmode', 'great', 'putting', 'wait', 'sequels', 'inevitable']"
4,1.2197326,-0.22947636,"['find', 'doooo', 'hearing', 'know', 'hilarious', 'times', 'still', 'like', 'row']"
4,-72.24233,-29.950203,['thenub']
4,-0.6268947,-0.03356608,"['play', 'big', 'oaf', 'jimmycarr', 'piano']"
4,-2.2678337,0.05229315,"['tea', 'bitch', 'bryon']"
4,0.20184635,1.0946356,"['mattbraga', 'oh', 'stay', 'hand']"
4,2.3589218,0.16080336,"['help', 'get', 'mom', 'twitter', 'gonna']"
4,-0.4373659,2.0992265,"['lavsmohan', 'yup', 'entire', 'match', 'office', 'reached', 'late', 'saw']"
4,0.21531852,0.034608133,"['bored', 'going', 'tomorrow', 'working', 'harder', 'today', 'bb', 'prayers', 'love', 'bed', 'peace', 'night', 'blessings']"
4,0.61432457,1.4775224,"['trying', 'soon', 'back', 'deejay', 'boogie', 'ya', 'hope', 'beat', 'traffic']"
4,0.5218278,0.43751362,"['rain', 'india', 'new', 'would', 'years', 'third', 'wasnt', 'test', 'wins', 'day', 'final', 'zealand', 'series']"
4,-0.524493,0.49996147,"['side', 'road', 'concept', 'bike', 'ashvala', 'driving', 'madras', 'old', 'called', 'parking']"
4,0.7515359,-0.9061455,"['class', 'upstatement', 'apply']"
4,2.1978617,-0.57535964,"['reading', 'manga']"
4,0.041091174,-0.47872403,"['moment', 'seemed', 'thanks', 'bradmantv', 'songs', 'right', 'love', 'bring', 'show', 'joy']"
4,1.4911388,2.3891718,"['fool', 'adri', 'ackin', 'mane', 'please', 'niqqa', 'roflmao']"
4,3.3358028,-0.526937,['comeagainjen']
4,0.54340327,-0.47566825,"['also', 'wanted', 'vjl', 'pity', 'fyi', 'website', 'sure', 'check', 'knew', 'though', 'seems']"
4,0.27470273,-1.1349553,"['lindznicole', 'make', 'let', 'right']"
4,-1.2451433,-0.04232601,"['october', 'yesterday', 'update', 'websites', 'anything', 'lexi', 'went', 'professional']"
4,-1.1955876,-0.18878663,"['brown', 'thanks', 'club', 'tip', 'sam', 'rhonda']"
4,0.98215616,0.7892711,"['chill', 'nighttime', 'mornings', 'best', 'time', 'yep', 'kourtneykardash']"
4,-1.5761535,0.34895766,"['yay', 'pocketfulofme', 'hehe', 'twins']"
4,1.725903,-1.0173535,"['jolilore', 'thank']"
4,0.2052798,0.16957022,"['quot', 'awesome', 'one', 'finish', 'next', 'book', 'really', 'time', 'xd', 'possibly', 'knows', 'ember', 'bed', 'city', 'ones', 'read']"
4,0.7387007,0.31867447,"['died', 'would', 'actually', 'updated', 'back', 'keep', 'good', 'version', 'take', 'omg', 'drive']"
4,-32.21485,-61.1822,"['trugiaz', 'mate']"
4,0.8174202,-1.8159679,"['wanted', 'watched', 'movie', 'pretty', 'good', 'darn']"
4,-0.4735931,-0.04769926,"['neil', 'watched', 'playlist', 'pretty', 'nora', 'funny', 'home', 'got', 'nick']"
4,0.25707296,-0.08158789,"['idea', 'perfect', 'yes', 'ah', 'fun', 'time', 'twitter', 'theexclamation', 'wasting', 'venue', 'whining', 'seems']"
4,0.37487683,-2.0931308,"['yeah', 'man', 'hell', 'effin', 'donniewahlberg']"
4,0.20355542,-0.7954908,"['easy', 'make', 'life', 'people', 'dont', 'tools', 'roshnimo', 'lazy', 'try']"
4,-1.961442,-0.10348477,"['aiduong', 'oh', 'ai', 'goodness', 'friends', 'could', 'know', 'message', 'hello']"
4,0.7626107,0.4381184,"['parol', 'buy', 'go', 'tina', 'needs', 'money', 'itunes', 'song', 'everyone', 'got', 'thinks']"
4,1.0288348,-2.5616198,"['wait', 'vegas']"
4,3.1798809,0.44816437,"['hey', 'thedebbyryan', 'debby']"
4,-0.1460826,1.5742115,"['bowling', 'shit', 'one', 'six', 'holy', 'lol', 'sixty']"
4,0.864464,1.0709653,"['dbq', 'pain', 'dear', 'glad', 'done', 'asssss']"
4,1.1504233,-1.5906518,"['chatting', 'pretty', 'know', 'guy', 'bed', 'amazing', 'night']"
4,-0.3396014,-0.48150662,"['news', 'thanks', 'gsoc', 'lhawthorn', 'stalking', 'twitter', 'great', 'coincidence', 'feed']"
4,0.23215485,0.23741946,"['cross', 'buns', 'eggs', 'feel', 'aid', 'watching', 'easter', 'discovered', 'loves', 'egypt', 'prince', 'hot', 'like', 'meditations', 'crafts']"
